  0.00000000E+00  0.15748987E+01
  0.10189578E-01  0.15752895E+01
  0.20379156E-01  0.15764629E+01
  0.30568734E-01  0.15784211E+01
  0.40758312E-01  0.15811668E+01
  0.50947890E-01  0.15847024E+01
  0.61137468E-01  0.15890282E+01
  0.71327046E-01  0.15941418E+01
  0.81516625E-01  0.16000383E+01
  0.91706203E-01  0.16067109E+01
  0.10189578E+00  0.16141529E+01
  0.11208536E+00  0.16223594E+01
  0.12227494E+00  0.16313290E+01
  0.13246451E+00  0.16410605E+01
  0.14265409E+00  0.16515607E+01
  0.15284367E+00  0.16628439E+01
  0.16303325E+00  0.16749208E+01
  0.17322283E+00  0.16878003E+01
  0.18341241E+00  0.17014876E+01
  0.19360198E+00  0.17159831E+01
  0.20379156E+00  0.17312825E+01
  0.21398114E+00  0.17473779E+01
  0.22417072E+00  0.17642592E+01
  0.23436030E+00  0.17819161E+01
  0.24454987E+00  0.18003403E+01
  0.25473945E+00  0.18195264E+01
  0.26492903E+00  0.18394733E+01
  0.27511861E+00  0.18601833E+01
  0.28530819E+00  0.18816616E+01
  0.29549776E+00  0.19039147E+01
  0.30568734E+00  0.19269485E+01
  0.31587692E+00  0.19507669E+01
  0.32606650E+00  0.19753708E+01
  0.33625608E+00  0.20007575E+01
  0.34644565E+00  0.20269216E+01
  0.35663523E+00  0.20538559E+01
  0.36682481E+00  0.20815527E+01
  0.37701439E+00  0.21100053E+01
  0.38720397E+00  0.21392090E+01
  0.39739354E+00  0.21691614E+01
  0.40758312E+00  0.21998621E+01
  0.41777270E+00  0.22313119E+01
  0.42796228E+00  0.22635113E+01
  0.43815186E+00  0.22964593E+01
  0.44834144E+00  0.23301522E+01
  0.45853101E+00  0.23645828E+01
  0.46872059E+00  0.23997408E+01
  0.47891017E+00  0.24356129E+01
  0.48909975E+00  0.24721839E+01
  0.49928933E+00  0.25094381E+01
  0.50947890E+00  0.25473603E+01
  0.51966848E+00  0.25859363E+01
  0.52985806E+00  0.26251530E+01
  0.54004764E+00  0.26649979E+01
  0.55023722E+00  0.27054578E+01
  0.56042679E+00  0.27465179E+01
  0.57061637E+00  0.27881599E+01
  0.58080595E+00  0.28303615E+01
  0.59099553E+00  0.28730952E+01
  0.60118511E+00  0.29163288E+01
  0.61137468E+00  0.29600256E+01
  0.62156426E+00  0.30041451E+01
  0.63175384E+00  0.30486438E+01
  0.64194342E+00  0.30934760E+01
  0.65213300E+00  0.31385931E+01
  0.66232257E+00  0.31839438E+01
  0.67251215E+00  0.32294722E+01
  0.68270173E+00  0.32751163E+01
  0.69289131E+00  0.33208057E+01
  0.70308089E+00  0.33664597E+01
  0.71327046E+00  0.34119851E+01
  0.72346004E+00  0.34572749E+01
  0.73364962E+00  0.35022067E+01
  0.74383920E+00  0.35466427E+01
  0.75402878E+00  0.35904283E+01
  0.76421836E+00  0.36333923E+01
  0.77440793E+00  0.36753459E+01
  0.78459751E+00  0.37160858E+01
  0.79478709E+00  0.37553894E+01
  0.80497667E+00  0.37930229E+01
  0.81516625E+00  0.38287440E+01
  0.82535582E+00  0.38623114E+01
  0.83554540E+00  0.38934970E+01
  0.84573498E+00  0.39221027E+01
  0.85592456E+00  0.39479787E+01
  0.86611414E+00  0.39710395E+01
  0.87630371E+00  0.39912757E+01
  0.88649329E+00  0.40087571E+01
  0.89668287E+00  0.40236260E+01
  0.90687245E+00  0.40360831E+01
  0.91706203E+00  0.40463681E+01
  0.92725160E+00  0.40547398E+01
  0.93744118E+00  0.40614586E+01
  0.94763076E+00  0.40667736E+01
  0.95782034E+00  0.40709122E+01
  0.96800992E+00  0.40740750E+01
  0.97819949E+00  0.40764322E+01
  0.98838907E+00  0.40781229E+01
  0.99857865E+00  0.40792546E+01
  0.10087682E+01  0.40799034E+01
  0.10189578E+01  0.40801147E+01
  0.10291059E+01  0.40799066E+01
  0.10392539E+01  0.40792805E+01
  0.10494020E+01  0.40782319E+01
  0.10595500E+01  0.40767533E+01
  0.10696981E+01  0.40748340E+01
  0.10798461E+01  0.40724604E+01
  0.10899942E+01  0.40696163E+01
  0.11001423E+01  0.40662824E+01
  0.11102903E+01  0.40624372E+01
  0.11204384E+01  0.40580572E+01
  0.11305864E+01  0.40531171E+01
  0.11407345E+01  0.40475909E+01
  0.11508825E+01  0.40414522E+01
  0.11610306E+01  0.40346757E+01
  0.11711786E+01  0.40272383E+01
  0.11813267E+01  0.40191202E+01
  0.11914748E+01  0.40103065E+01
  0.12016228E+01  0.40007885E+01
  0.12117709E+01  0.39905654E+01
  0.12219189E+01  0.39796449E+01
  0.12320670E+01  0.39680443E+01
  0.12422150E+01  0.39557907E+01
  0.12523631E+01  0.39429211E+01
  0.12625112E+01  0.39294812E+01
  0.12726592E+01  0.39155250E+01
  0.12828073E+01  0.39011129E+01
  0.12929553E+01  0.38863101E+01
  0.13031034E+01  0.38711849E+01
  0.13132514E+01  0.38558072E+01
  0.13233995E+01  0.38402465E+01
  0.13335475E+01  0.38245709E+01
  0.13436956E+01  0.38088457E+01
  0.13538437E+01  0.37931329E+01
  0.13639917E+01  0.37774904E+01
  0.13741398E+01  0.37619716E+01
  0.13842878E+01  0.37466255E+01
  0.13944359E+01  0.37314961E+01
  0.14045839E+01  0.37166231E+01
  0.14147320E+01  0.37020417E+01
  0.14248800E+01  0.36877828E+01
  0.14350281E+01  0.36738735E+01
  0.14451762E+01  0.36603373E+01
  0.14553242E+01  0.36471941E+01
  0.14654723E+01  0.36344610E+01
  0.14756203E+01  0.36221524E+01
  0.14857684E+01  0.36102800E+01
  0.14959164E+01  0.35988539E+01
  0.15060645E+01  0.35878818E+01
  0.15162126E+01  0.35773702E+01
  0.15263606E+01  0.35673240E+01
  0.15365087E+01  0.35577471E+01
  0.15466567E+01  0.35486421E+01
  0.15568048E+01  0.35400111E+01
  0.15669528E+01  0.35318551E+01
  0.15771009E+01  0.35241746E+01
  0.15872489E+01  0.35169695E+01
  0.15973970E+01  0.35102393E+01
  0.16075451E+01  0.35039828E+01
  0.16176931E+01  0.34981988E+01
  0.16278412E+01  0.34928857E+01
  0.16379892E+01  0.34880418E+01
  0.16481373E+01  0.34836653E+01
  0.16582853E+01  0.34797546E+01
  0.16684334E+01  0.34763078E+01
  0.16785814E+01  0.34733236E+01
  0.16887295E+01  0.34708007E+01
  0.16988776E+01  0.34687379E+01
  0.17090256E+01  0.34671343E+01
  0.17191737E+01  0.34659894E+01
  0.17293217E+01  0.34653026E+01
  0.17394698E+01  0.34650737E+01
  0.17496178E+01  0.34609115E+01
  0.17597659E+01  0.34486644E+01
  0.17699140E+01  0.34289918E+01
  0.17800620E+01  0.34028291E+01
  0.17902101E+01  0.33712222E+01
  0.18003581E+01  0.33351971E+01
  0.18105062E+01  0.32956821E+01
  0.18206542E+01  0.32534757E+01
  0.18308023E+01  0.32092449E+01
  0.18409503E+01  0.31635371E+01
  0.18510984E+01  0.31167985E+01
  0.18612465E+01  0.30693917E+01
  0.18713945E+01  0.30216115E+01
  0.18815426E+01  0.29736987E+01
  0.18916906E+01  0.29258500E+01
  0.19018387E+01  0.28782272E+01
  0.19119867E+01  0.28309640E+01
  0.19221348E+01  0.27841707E+01
  0.19322828E+01  0.27379393E+01
  0.19424309E+01  0.26923467E+01
  0.19525790E+01  0.26474576E+01
  0.19627270E+01  0.26033264E+01
  0.19728751E+01  0.25599994E+01
  0.19830231E+01  0.25175162E+01
  0.19931712E+01  0.24759103E+01
  0.20033192E+01  0.24352105E+01
  0.20134673E+01  0.23954410E+01
  0.20236153E+01  0.23566222E+01
  0.20337634E+01  0.23187705E+01
  0.20439115E+01  0.22818992E+01
  0.20540595E+01  0.22460178E+01
  0.20642076E+01  0.22111331E+01
  0.20743556E+01  0.21772488E+01
  0.20845037E+01  0.21443660E+01
  0.20946517E+01  0.21124837E+01
  0.21047998E+01  0.20815989E+01
  0.21149479E+01  0.20517073E+01
  0.21250959E+01  0.20228037E+01
  0.21352440E+01  0.19948820E+01
  0.21453920E+01  0.19679359E+01
  0.21555401E+01  0.19419587E+01
  0.21656881E+01  0.19169438E+01
  0.21758362E+01  0.18928843E+01
  0.21859842E+01  0.18697735E+01
  0.21961323E+01  0.18476043E+01
  0.22062804E+01  0.18263694E+01
