#No.   Fermi energy(eV)   SHC((hbar/e)*S/cm)
 113     8.869900    0.73859245E+01
 114     8.879900    0.72482077E+01
 115     8.889900    0.71340515E+01
 116     8.899900    0.69747324E+01
 117     8.909900    0.67368900E+01
 118     8.919900    0.65607292E+01
 119     8.929900    0.64145919E+01
 120     8.939900    0.61577657E+01
 121     8.949900    0.58690246E+01
 122     8.959900    0.55352747E+01
 123     8.969900    0.51260931E+01
 124     8.979900    0.44811697E+01
 125     8.989900    0.39009942E+01
 126     8.999900    0.33005053E+01
 127     9.009900    0.27126938E+01
 128     9.019900    0.21807051E+01
 129     9.029900    0.16317548E+01
 130     9.039900    0.10939905E+01
 131     9.049900    0.55434014E+00
 132     9.059900    0.69986011E-01
 133     9.069900   -0.44395124E+00
 134     9.079900   -0.95948852E+00
 135     9.089900   -0.14711193E+01
 136     9.099900   -0.19432882E+01
 137     9.109900   -0.24122349E+01
 138     9.119900   -0.28907609E+01
 139     9.129900   -0.33505463E+01
 140     9.139900   -0.38378284E+01
 141     9.149900   -0.42769483E+01
 142     9.159900   -0.47749897E+01
 143     9.169900   -0.52319445E+01
 144     9.179900   -0.56583438E+01
 145     9.189900   -0.59339640E+01
 146     9.199900   -0.62253866E+01
 147     9.209900   -0.64864147E+01
 148     9.219900   -0.67131632E+01
 149     9.229900   -0.68861903E+01
 150     9.239900   -0.69522064E+01
 151     9.249900   -0.69920005E+01
 152     9.259900   -0.69920300E+01
 153     9.269900   -0.69201018E+01
 154     9.279900   -0.68500949E+01
 155     9.289900   -0.67688755E+01
 156     9.299900   -0.66600610E+01
 157     9.309900   -0.65507752E+01
 158     9.319900   -0.64189717E+01
 159     9.329900   -0.63063408E+01
 160     9.339900   -0.61307010E+01
 161     9.349900   -0.59835535E+01
 162     9.359900   -0.58422925E+01
 163     9.369900   -0.56729346E+01
 164     9.379900   -0.55181570E+01
 165     9.389900   -0.53509686E+01
 166     9.399900   -0.51568917E+01
 167     9.409900   -0.49672392E+01
 168     9.419900   -0.48051581E+01
 169     9.429900   -0.46363518E+01
 170     9.439900   -0.44378358E+01
 171     9.449900   -0.42658407E+01
 172     9.459900   -0.40391903E+01
 173     9.469900   -0.38496872E+01
 174     9.479900   -0.36186227E+01
 175     9.489900   -0.34135810E+01
 176     9.499900   -0.31614069E+01
 177     9.509900   -0.29021145E+01
 178     9.519900   -0.26372138E+01
 179     9.529900   -0.23798276E+01
 180     9.539900   -0.21696091E+01
 181     9.549900   -0.19219264E+01
 182     9.559900   -0.17352495E+01
 183     9.569900   -0.15325394E+01
 184     9.579900   -0.13383985E+01
 185     9.589900   -0.12883629E+01
 186     9.599900   -0.12503717E+01
 187     9.609900   -0.12480360E+01
 188     9.619900   -0.12894242E+01
 189     9.629900   -0.12158617E+01
 190     9.639900   -0.13555938E+01
 191     9.649900   -0.13483971E+01
 192     9.659900   -0.12547967E+01
 193     9.669900   -0.10878019E+01
 194     9.679900   -0.68028420E+00
 195     9.689900   -0.40806362E+00
 196     9.699900   -0.21543487E+00
 197     9.709900   -0.60680651E-01
 198     9.719900    0.80482228E-01
 199     9.729900    0.24328143E+00
 200     9.739900    0.28011382E+00
 201     9.749900    0.43365431E+00
 202     9.759900    0.54175071E+00
 203     9.769900    0.53881771E+00
 204     9.779900    0.46426759E+00
 205     9.789900    0.38130529E+00
 206     9.799900    0.20989755E+00
 207     9.809900    0.21982188E-01
 208     9.819900   -0.80633026E-01
 209     9.829900   -0.15705265E+00
 210     9.839900   -0.37080339E+00
 211     9.849900   -0.58584830E+00
 212     9.859900   -0.68194665E+00
 213     9.869900   -0.78419435E+00
 214     9.879900   -0.91039117E+00
 215     9.889900   -0.11749073E+01
 216     9.899900   -0.12916824E+01
 217     9.909900   -0.14100459E+01
 218     9.919900   -0.15262561E+01
 219     9.929900   -0.17060557E+01
 220     9.939900   -0.18978881E+01
 221     9.949900   -0.20348472E+01
 222     9.959900   -0.21316795E+01
 223     9.969900   -0.23154705E+01
 224     9.979900   -0.25087214E+01
 225     9.989900   -0.26605671E+01
 226     9.999900   -0.27463075E+01
 227    10.009900   -0.29693919E+01
 228    10.019900   -0.31464211E+01
 229    10.029900   -0.32836725E+01
 230    10.039900   -0.34169128E+01
 231    10.049900   -0.36244084E+01
 232    10.059900   -0.37514538E+01
 233    10.069900   -0.39629112E+01
 234    10.079900   -0.40876346E+01
 235    10.089900   -0.42211037E+01
 236    10.099900   -0.44292368E+01
 237    10.109900   -0.46098164E+01
 238    10.119900   -0.47589810E+01
 239    10.129900   -0.48781435E+01
 240    10.139900   -0.50738880E+01
 241    10.149900   -0.52486397E+01
 242    10.159900   -0.54230588E+01
 243    10.169900   -0.55570291E+01
 244    10.179900   -0.57466817E+01
 245    10.189900   -0.73625382E+01
 246    10.199900   -0.11402086E+02
 247    10.209900   -0.15265337E+02
 248    10.219900   -0.18466271E+02
 249    10.229900   -0.20450921E+02
 250    10.239900   -0.22385697E+02
 251    10.249900   -0.23322403E+02
 252    10.259900   -0.24194408E+02
 253    10.269900   -0.24699493E+02
 254    10.279900   -0.24959559E+02
 255    10.289900   -0.25251948E+02
 256    10.299900   -0.25700206E+02
 257    10.309900   -0.25493468E+02
 258    10.319900   -0.25338150E+02
 259    10.329900   -0.25523208E+02
 260    10.339900   -0.25361446E+02
 261    10.349900   -0.24894968E+02
 262    10.359900   -0.25025798E+02
 263    10.369900   -0.25412807E+02
 264    10.379900   -0.24291084E+02
 265    10.389900   -0.23985415E+02
 266    10.399900   -0.23913600E+02
 267    10.409900   -0.23637614E+02
 268    10.419900   -0.23331264E+02
 269    10.429900   -0.22709460E+02
 270    10.439900   -0.22120674E+02
 271    10.449900   -0.21712695E+02
 272    10.459900   -0.21569118E+02
 273    10.469900   -0.20679326E+02
 274    10.479900   -0.20205252E+02
 275    10.489900   -0.19682636E+02
 276    10.499900   -0.18987784E+02
 277    10.509900   -0.18521782E+02
 278    10.519900   -0.17474054E+02
 279    10.529900   -0.16593973E+02
 280    10.539900   -0.16500812E+02
 281    10.549900   -0.15419102E+02
 282    10.559900   -0.14902244E+02
 283    10.569900   -0.14407878E+02
 284    10.579900   -0.14010185E+02
 285    10.589900   -0.13942969E+02
 286    10.599900   -0.13947394E+02
 287    10.609900   -0.14965593E+02
 288    10.619900   -0.16568607E+02
 289    10.629900   -0.18418576E+02
 290    10.639900   -0.22382801E+02
 291    10.649900   -0.27062337E+02
 292    10.659900   -0.32476566E+02
 293    10.669900   -0.34167835E+02
 294    10.679900   -0.34216946E+02
 295    10.689900   -0.33256163E+02
 296    10.699900   -0.31148594E+02
 297    10.709900   -0.27724496E+02
 298    10.719900   -0.24799244E+02
 299    10.729900   -0.22742656E+02
 300    10.739900   -0.21671389E+02
 301    10.749900   -0.20206922E+02
