  0.00000000E+00 -0.12782573E+01
  0.35931201E-02 -0.12786065E+01
  0.71862401E-02 -0.12788387E+01
  0.10779360E-01 -0.12789527E+01
  0.14372480E-01 -0.12789475E+01
  0.17965600E-01 -0.12788218E+01
  0.21558720E-01 -0.12785748E+01
  0.25151840E-01 -0.12782056E+01
  0.28744960E-01 -0.12777134E+01
  0.32338080E-01 -0.12770977E+01
  0.35931201E-01 -0.12763577E+01
  0.39524321E-01 -0.12754933E+01
  0.43117441E-01 -0.12745038E+01
  0.46710561E-01 -0.12733893E+01
  0.50303681E-01 -0.12721494E+01
  0.53896801E-01 -0.12707842E+01
  0.57489921E-01 -0.12692937E+01
  0.61083041E-01 -0.12676781E+01
  0.64676161E-01 -0.12659376E+01
  0.68269281E-01 -0.12640726E+01
  0.71862401E-01 -0.12620833E+01
  0.75455521E-01 -0.12599705E+01
  0.79048641E-01 -0.12577345E+01
  0.82641761E-01 -0.12553762E+01
  0.86234881E-01 -0.12528961E+01
  0.89828001E-01 -0.12502951E+01
  0.93421121E-01 -0.12475741E+01
  0.97014241E-01 -0.12447341E+01
  0.10060736E+00 -0.12417759E+01
  0.10420048E+00 -0.12387008E+01
  0.10779360E+00 -0.12355099E+01
  0.11138672E+00 -0.12322044E+01
  0.11497984E+00 -0.12287856E+01
  0.11857296E+00 -0.12252548E+01
  0.12216608E+00 -0.12216135E+01
  0.12575920E+00 -0.12178633E+01
  0.12935232E+00 -0.12140055E+01
  0.13294544E+00 -0.12100420E+01
  0.13653856E+00 -0.12059744E+01
  0.14013168E+00 -0.12018046E+01
  0.14372480E+00 -0.11975344E+01
  0.14731792E+00 -0.11931658E+01
  0.15091104E+00 -0.11887008E+01
  0.15450416E+00 -0.11841417E+01
  0.15809728E+00 -0.11794908E+01
  0.16169040E+00 -0.11747502E+01
  0.16528352E+00 -0.11699227E+01
  0.16887664E+00 -0.11650106E+01
  0.17246976E+00 -0.11600168E+01
  0.17606288E+00 -0.11549442E+01
  0.17965600E+00 -0.11497956E+01
  0.18324912E+00 -0.11454198E+01
  0.18684224E+00 -0.11409854E+01
  0.19043536E+00 -0.11364929E+01
  0.19402848E+00 -0.11319426E+01
  0.19762160E+00 -0.11273354E+01
  0.20121472E+00 -0.11226720E+01
  0.20480784E+00 -0.11179533E+01
  0.20840096E+00 -0.11131804E+01
  0.21199408E+00 -0.11083548E+01
  0.21558720E+00 -0.11034779E+01
  0.21918032E+00 -0.10985515E+01
  0.22277344E+00 -0.10935779E+01
  0.22636656E+00 -0.10885595E+01
  0.22995968E+00 -0.10834989E+01
  0.23355280E+00 -0.10783995E+01
  0.23714592E+00 -0.10732647E+01
  0.24073904E+00 -0.10680987E+01
  0.24433216E+00 -0.10629057E+01
  0.24792528E+00 -0.10576909E+01
  0.25151840E+00 -0.10524596E+01
  0.25511152E+00 -0.10472180E+01
  0.25870464E+00 -0.10419726E+01
  0.26229776E+00 -0.10367306E+01
  0.26589088E+00 -0.10314998E+01
  0.26948400E+00 -0.10262887E+01
  0.27307712E+00 -0.10211062E+01
  0.27667024E+00 -0.10159621E+01
  0.28026336E+00 -0.10108667E+01
  0.28385648E+00 -0.10058312E+01
  0.28744960E+00 -0.10008670E+01
  0.29104272E+00 -0.99598650E+00
  0.29463584E+00 -0.99120253E+00
  0.29822896E+00 -0.98652848E+00
