  0.00000000E+00 -0.95691344E+00
  0.35931201E-02 -0.95725026E+00
  0.71862401E-02 -0.95748480E+00
  0.10779360E-01 -0.95761595E+00
  0.14372480E-01 -0.95764266E+00
  0.17965600E-01 -0.95756400E+00
  0.21558720E-01 -0.95737910E+00
  0.25151840E-01 -0.95708719E+00
  0.28744960E-01 -0.95668760E+00
  0.32338080E-01 -0.95617973E+00
  0.35931201E-01 -0.95556309E+00
  0.39524321E-01 -0.95483725E+00
  0.43117441E-01 -0.95400190E+00
  0.46710561E-01 -0.95305681E+00
  0.50303681E-01 -0.95200182E+00
  0.53896801E-01 -0.95083687E+00
  0.57489921E-01 -0.94956200E+00
  0.61083041E-01 -0.94817731E+00
  0.64676161E-01 -0.94668300E+00
  0.68269281E-01 -0.94507935E+00
  0.71862401E-01 -0.94336671E+00
  0.75455521E-01 -0.94154555E+00
  0.79048641E-01 -0.93961638E+00
  0.82641761E-01 -0.93757981E+00
  0.86234881E-01 -0.93543654E+00
  0.89828001E-01 -0.93318735E+00
  0.93421121E-01 -0.93083311E+00
  0.97014241E-01 -0.92837475E+00
  0.10060736E+00 -0.92581331E+00
  0.10420048E+00 -0.92314992E+00
  0.10779360E+00 -0.92038578E+00
  0.11138672E+00 -0.91752221E+00
  0.11497984E+00 -0.91456059E+00
  0.11857296E+00 -0.91150242E+00
  0.12216608E+00 -0.90834930E+00
  0.12575920E+00 -0.90510291E+00
  0.12935232E+00 -0.90176505E+00
  0.13294544E+00 -0.89833763E+00
  0.13653856E+00 -0.89482265E+00
  0.14013168E+00 -0.89122224E+00
  0.14372480E+00 -0.88753865E+00
  0.14731792E+00 -0.88377422E+00
  0.15091104E+00 -0.87993145E+00
  0.15450416E+00 -0.87601294E+00
  0.15809728E+00 -0.87202144E+00
  0.16169040E+00 -0.86795981E+00
  0.16528352E+00 -0.86383108E+00
  0.16887664E+00 -0.85963840E+00
  0.17246976E+00 -0.85538507E+00
  0.17606288E+00 -0.85107457E+00
  0.17965600E+00 -0.84671049E+00
  0.18324912E+00 -0.84334260E+00
  0.18684224E+00 -0.83994625E+00
  0.19043536E+00 -0.83652177E+00
  0.19402848E+00 -0.83306949E+00
  0.19762160E+00 -0.82958975E+00
  0.20121472E+00 -0.82608295E+00
  0.20480784E+00 -0.82254956E+00
  0.20840096E+00 -0.81899012E+00
  0.21199408E+00 -0.81540526E+00
  0.21558720E+00 -0.81179576E+00
  0.21918032E+00 -0.80816253E+00
  0.22277344E+00 -0.80450667E+00
  0.22636656E+00 -0.80082944E+00
  0.22995968E+00 -0.79713234E+00
  0.23355280E+00 -0.79341712E+00
  0.23714592E+00 -0.78968576E+00
  0.24073904E+00 -0.78594056E+00
  0.24433216E+00 -0.78218409E+00
  0.24792528E+00 -0.77841929E+00
  0.25151840E+00 -0.77464939E+00
  0.25511152E+00 -0.77087803E+00
  0.25870464E+00 -0.76710919E+00
  0.26229776E+00 -0.76334724E+00
  0.26589088E+00 -0.75959694E+00
  0.26948400E+00 -0.75586345E+00
  0.27307712E+00 -0.75215232E+00
  0.27667024E+00 -0.74846950E+00
  0.28026336E+00 -0.74482133E+00
  0.28385648E+00 -0.74121450E+00
  0.28744960E+00 -0.73765610E+00
  0.29104272E+00 -0.73415353E+00
  0.29463584E+00 -0.73071452E+00
  0.29822896E+00 -0.72734709E+00
  0.30182208E+00 -0.72405949E+00
  0.30541520E+00 -0.72086022E+00
  0.30900832E+00 -0.71775793E+00
