#No.   Fermi energy(eV)   SHC((hbar/e)*S/cm)
  87     8.786900    0.66259963E+01
  88     8.796900    0.65504600E+01
  89     8.806900    0.64814569E+01
  90     8.816900    0.64136350E+01
  91     8.826900    0.63460228E+01
  92     8.836900    0.62830401E+01
  93     8.846900    0.62174759E+01
  94     8.856900    0.61668708E+01
  95     8.866900    0.60950643E+01
  96     8.876900    0.60315828E+01
  97     8.886900    0.59678161E+01
  98     8.896900    0.59051435E+01
  99     8.906900    0.58514616E+01
 100     8.916900    0.57817000E+01
 101     8.926900    0.57157849E+01
 102     8.936900    0.56475272E+01
 103     8.946900    0.55743584E+01
 104     8.956900    0.55116405E+01
 105     8.966900    0.54376195E+01
 106     8.976900    0.53565744E+01
 107     8.986900    0.52590396E+01
 108     8.996900    0.51701735E+01
 109     9.006900    0.50742789E+01
 110     9.016900    0.49735698E+01
 111     9.026900    0.48240896E+01
 112     9.036900    0.46865664E+01
 113     9.046900    0.45332278E+01
 114     9.056900    0.43767646E+01
 115     9.066900    0.41305237E+01
 116     9.076900    0.38814067E+01
 117     9.086900    0.34870355E+01
 118     9.096900    0.30678869E+01
 119     9.106900    0.26694670E+01
 120     9.116900    0.22637604E+01
 121     9.126900    0.18740043E+01
 122     9.136900    0.14653537E+01
 123     9.146900    0.11120907E+01
 124     9.156900    0.71245054E+00
 125     9.166900    0.35243255E+00
 126     9.176900   -0.93223239E-02
 127     9.186900   -0.41993441E+00
 128     9.196900   -0.76737445E+00
 129     9.206900   -0.11121792E+01
 130     9.216900   -0.14946460E+01
 131     9.226900   -0.18616945E+01
 132     9.236900   -0.22277836E+01
 133     9.246900   -0.25981108E+01
 134     9.256900   -0.29838251E+01
 135     9.266900   -0.33575617E+01
 136     9.276900   -0.37695605E+01
 137     9.286900   -0.41239318E+01
 138     9.296900   -0.45649455E+01
 139     9.306900   -0.49239792E+01
 140     9.316900   -0.54033949E+01
 141     9.326900   -0.57992109E+01
 142     9.336900   -0.62821469E+01
 143     9.346900   -0.67152343E+01
 144     9.356900   -0.72105293E+01
 145     9.366900   -0.77407504E+01
 146     9.376900   -0.82365422E+01
 147     9.386900   -0.88116729E+01
 148     9.396900   -0.94464806E+01
 149     9.406900   -0.10095564E+02
 150     9.416900   -0.10689204E+02
 151     9.426900   -0.10729875E+02
 152     9.436900   -0.10574558E+02
 153     9.446900   -0.10418536E+02
 154     9.456900   -0.10264735E+02
 155     9.466900   -0.10109435E+02
 156     9.476900   -0.99392645E+01
 157     9.486900   -0.97590086E+01
 158     9.496900   -0.95749417E+01
 159     9.506900   -0.94035230E+01
 160     9.516900   -0.92277351E+01
 161     9.526900   -0.90555842E+01
 162     9.536900   -0.88512701E+01
 163     9.546900   -0.86686075E+01
 164     9.556900   -0.84641253E+01
 165     9.566900   -0.82933149E+01
 166     9.576900   -0.81013889E+01
 167     9.586900   -0.79269304E+01
 168     9.596900   -0.77143552E+01
 169     9.606900   -0.75382359E+01
 170     9.616900   -0.73284244E+01
 171     9.626900   -0.71431433E+01
 172     9.636900   -0.69751154E+01
 173     9.646900   -0.67834563E+01
 174     9.656900   -0.65917586E+01
 175     9.666900   -0.63956056E+01
 176     9.676900   -0.62125152E+01
 177     9.686900   -0.60416356E+01
 178     9.696900   -0.58523534E+01
 179     9.706900   -0.56679621E+01
 180     9.716900   -0.54907292E+01
 181     9.726900   -0.53095229E+01
 182     9.736900   -0.51217359E+01
 183     9.746900   -0.49513969E+01
 184     9.756900   -0.47761528E+01
 185     9.766900   -0.45832389E+01
 186     9.776900   -0.44361536E+01
 187     9.786900   -0.42679643E+01
 188     9.796900   -0.40812755E+01
 189     9.806900   -0.39313810E+01
 190     9.816900   -0.37786740E+01
 191     9.826900   -0.36232855E+01
 192     9.836900   -0.34816435E+01
 193     9.846900   -0.33593015E+01
 194     9.856900   -0.32152859E+01
 195     9.866900   -0.30924236E+01
 196     9.876900   -0.29747198E+01
 197     9.886900   -0.28689435E+01
 198     9.896900   -0.27780394E+01
 199     9.906900   -0.27464793E+01
 200     9.916900   -0.26893363E+01
 201     9.926900   -0.26553568E+01
 202     9.936900   -0.26795827E+01
 203     9.946900   -0.27021115E+01
 204     9.956900   -0.27710468E+01
 205     9.966900   -0.29303952E+01
 206     9.976900   -0.31301899E+01
 207     9.986900   -0.34677530E+01
 208     9.996900   -0.38402075E+01
 209    10.006900   -0.43820967E+01
 210    10.016900   -0.53258820E+01
 211    10.026900   -0.65848591E+01
 212    10.036900   -0.77714083E+01
 213    10.046900   -0.89321326E+01
 214    10.056900   -0.11003577E+02
 215    10.066900   -0.12615470E+02
 216    10.076900   -0.14685796E+02
 217    10.086900   -0.16858941E+02
 218    10.096900   -0.19476619E+02
 219    10.106900   -0.22458852E+02
 220    10.116900   -0.25907133E+02
 221    10.126900   -0.29976961E+02
 222    10.136900   -0.34901326E+02
 223    10.146900   -0.40524997E+02
 224    10.156900   -0.47306975E+02
 225    10.166900   -0.55585790E+02
 226    10.176900   -0.65836673E+02
 227    10.186900   -0.77874065E+02
 228    10.196900   -0.86976114E+02
 229    10.206900   -0.84468995E+02
 230    10.216900   -0.75183851E+02
 231    10.226900   -0.69905500E+02
 232    10.236900   -0.66105049E+02
 233    10.246900   -0.63130647E+02
 234    10.256900   -0.60969674E+02
 235    10.266900   -0.59058137E+02
 236    10.276900   -0.57547127E+02
 237    10.286900   -0.56456607E+02
 238    10.296900   -0.55225091E+02
 239    10.306900   -0.54527861E+02
 240    10.316900   -0.53830841E+02
 241    10.326900   -0.52745500E+02
 242    10.336900   -0.52475194E+02
 243    10.346900   -0.51867590E+02
 244    10.356900   -0.51463522E+02
 245    10.366900   -0.50956502E+02
 246    10.376900   -0.50858573E+02
 247    10.386900   -0.50643808E+02
 248    10.396900   -0.51021440E+02
 249    10.406900   -0.50915372E+02
 250    10.416900   -0.50904010E+02
 251    10.426900   -0.50937365E+02
 252    10.436900   -0.50998423E+02
 253    10.446900   -0.51215133E+02
 254    10.456900   -0.51098995E+02
 255    10.466900   -0.51223763E+02
 256    10.476900   -0.51251218E+02
 257    10.486900   -0.51412956E+02
 258    10.496900   -0.51706021E+02
 259    10.506900   -0.52033338E+02
 260    10.516900   -0.52559495E+02
 261    10.526900   -0.53412536E+02
 262    10.536900   -0.53990869E+02
 263    10.546900   -0.55645097E+02
 264    10.556900   -0.57157224E+02
 265    10.566900   -0.59960206E+02
 266    10.576900   -0.63454613E+02
 267    10.586900   -0.69837027E+02
 268    10.596900   -0.78730321E+02
 269    10.606900   -0.85544048E+02
 270    10.616900   -0.90248159E+02
 271    10.626900   -0.94657231E+02
 272    10.636900   -0.98156650E+02
 273    10.646900   -0.98613688E+02
 274    10.656900   -0.93221853E+02
 275    10.666900   -0.84737531E+02
 276    10.676900   -0.73110057E+02
 277    10.686900   -0.68055794E+02
 278    10.696900   -0.64661617E+02
 279    10.706900   -0.62650444E+02
 280    10.716900   -0.64124788E+02
 281    10.726900   -0.66769210E+02
 282    10.736900   -0.69762706E+02
 283    10.746900   -0.72221768E+02
 284    10.756900   -0.74196828E+02
 285    10.766900   -0.75820378E+02
 286    10.776900   -0.76782898E+02
 287    10.786900   -0.77402260E+02
 288    10.796900   -0.78098309E+02
 289    10.806900   -0.78667065E+02
 290    10.816900   -0.78675570E+02
 291    10.826900   -0.79239325E+02
 292    10.836900   -0.79183536E+02
 293    10.846900   -0.79021705E+02
 294    10.856900   -0.78824994E+02
 295    10.866900   -0.77570220E+02
 296    10.876900   -0.76796269E+02
 297    10.886900   -0.76532287E+02
 298    10.896900   -0.76499893E+02
 299    10.906900   -0.74808607E+02
 300    10.916900   -0.73723516E+02
 301    10.926900   -0.73079021E+02
